"A1","A2","Block_nr_Condition_3","Block_nr_Condition_4","Q_high","Q_low","acc","acceptable","accuracy","anchor_width","average_response_time","avg_rt","background","bidi","block_eyetracker","block_number","boundary","boundary_left_correction","canvas_backend","ch","char_idx","char_right_boundary","chars_so_far","clock_backend","color_backend","compensation","coordinates","correct","correct_high","correct_instructions","correct_keyboard_response","correct_low","correct_practice_instructions","correct_response","count_GC_sentence_trigger","count_GC_trial_end","count_Setup_Sampling_Rate","count_about_this_experiment","count_acceptability_question","count_block_sequence","count_clear_screen","count_counterbalancingMODE","count_display_sentence","count_drift_correct","count_end_of_exp","count_end_of_practice_1","count_experiment","count_experiment_block_loop","count_experimental_loop","count_eyetracker_log_unicode","count_function_save_canvas_as_image","count_instructions","count_keyboard_response","count_logger","count_new_sketchpad","count_practice_block_loop","count_practice_instructions","count_practice_loop","count_practice_sequence","count_prepare_gaze_target","count_prepare_sentences","count_pygaze_init","count_pygaze_start_recording","count_pygaze_stop_recording","count_reset_feedback","count_reset_feedback_1","count_select_block","count_select_practice","count_set_test_mode","count_setup_condition","count_show_gaze_target_and_driftcorrect","count_test_mode_warning","count_trial_sequence","current_block","current_correct_text","current_question","current_sentence","current_string","datetime","description","desired_sampling_rate","disable_garbage_collection","do_practice","experiment_file","experiment_path","first_anchored","first_char","first_right","fix_start_time","fixated","fixation_start_time","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","form_response","freq_condition","fullscreen","gazetarget_height","gazetarget_width","has_question","height","i","index","is_Q","item_nr","key","keyboard_backend","len_high","len_low","letter_height","live_row","live_row_practice_block_loop","live_row_practice_loop","logfile","mouse_backend","num_words","on_target","opensesame_codename","opensesame_version","pretarget","pretarget_n_words","psychopy_screen","psychopy_suppress_warnings","repeat_cycle","response","response_end_of_exp","response_end_of_practice_1","response_instructions","response_keyboard_response","response_new_sketchpad","response_practice_instructions","response_test_mode_warning","response_time","response_time_end_of_exp","response_time_end_of_practice_1","response_time_instructions","response_time_keyboard_response","response_time_new_sketchpad","response_time_practice_instructions","response_time_test_mode_warning","right_bound_px","round_decimals","sampler_backend","sentence","sentence_beginning","sentence_chars","sentence_high","sentence_left_boundary","sentence_low","sentence_number","sentence_start_x","sentence_use","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_mod","subject_nr","subject_parity","t","t1","t2","t_display_on","target","target_word_nr","test_mode","text_left_x","time_GC_sentence_trigger","time_GC_trial_end","time_Setup_Sampling_Rate","time_about_this_experiment","time_acceptability_question","time_block_sequence","time_clear_screen","time_counterbalancingMODE","time_display_sentence","time_drift_correct","time_end_of_exp","time_end_of_practice_1","time_experiment","time_experiment_block_loop","time_experimental_loop","time_eyetracker_log_unicode","time_function_save_canvas_as_image","time_instructions","time_keyboard_response","time_logger","time_new_sketchpad","time_practice_block_loop","time_practice_instructions","time_practice_loop","time_practice_sequence","time_prepare_gaze_target","time_prepare_sentences","time_pygaze_init","time_pygaze_start_recording","time_pygaze_stop_recording","time_reset_feedback","time_reset_feedback_1","time_select_block","time_select_practice","time_set_test_mode","time_setup_condition","time_show_gaze_target_and_driftcorrect","time_test_mode_warning","time_trial_sequence","title","total_correct","total_response_time","total_responses","trial_end_trigger_fixated","trial_end_trigger_on_target","trial_type","trigger_time_gazetarget","trigger_time_trialend","uniform_coordinates","width","word","word_idx","x","x_left_gazetarget","x_left_trialend","x_right_gazetarget","y","y_bottom_gazetarget","y_top_gazetarget","y_top_trialend"
"proclaman","defienden","1","2","","","92","True","92","3","3295","3295","white","yes","EyeLogicOne","0","509","0.14","psycho",".","5","1433","Algunas personas a menudo defienden sus opiniones sin considerar los argumentos de los demás.","psycho","psycho","0","relative","1","","undefined","1","","undefined","None","48","48","48","0","48","0","49","0","48","48","0","0","0","0","0","48","0","0","48","48","NA","0","0","0","0","48","48","0","48","48","0","0","0","0","0","48","48","0","48","b2","","","Algunas personas a menudo defienden sus opiniones sin considerar los argumentos de los demás.","Algunas personas a menudo defienden sus opiniones sin considerar los argumentos de los demás.","Fri Apr 17 16:45:30 2026","Sampling rate","250","False","Sí","EyeLogic_Experiment_ONE.osexp","C:\Users\LabCINC\Documents\Experiments\eyelogicreading\ONE","25","A","21","0","1","366115.69320000126","False","Courier New","False","24","no","black","no","Sí","high","yes","50","50","NO","1080","13","183","NO","279","None","psycho","93","64","36","43","4","0","C:\Users\LabCINC\Documents\Experiments\eyelogicreading\ONE\subject-5.csv","psycho","14","1","Neonatal Nightingale","4.1.8","Algunas personas a menudo ","4","2","yes","0","1","NA","2","1","1","NA","2","NA","1716.8489000032423","NA","6518.167799993535","14714.407099992968","1716.8489000032423","NA","7493.552200001432","NA","1433","2","psycho","Algunas personas a menudo defienden sus opiniones sin considerar los argumentos de los demás.","Algunas personas a menudo ","Algunas personas a menudo defienden sus opiniones sin considerar los argumentos de los demás.","Algunas personas a menudo defienden sus opiniones sin considerar los argumentos de los demás.","121","Algunas personas a menudo proclaman su inocencia ante los demás.","148","125.0","Algunas personas a menudo defienden sus opiniones sin considerar los argumentos de los demás.","1024","2","48000","-16","experiment","1","5","odd","361781.90220000397","362536.5515000012","366115.62300000514","362795.7916000014","defienden","4","False","121","361781.7991000047","362795.76769999403","361604.2127999972","NA","315983.0942999979","97531.4636999974","366222.02529999777","39199.98000000487","362786.6842999938","361604.2516000016","NA","91012.27110000036","6157.073599999421","97531.55519999564","97531.07440000167","360073.08859999466","6157.344100007322","10039.009900006931","315984.63049999555","366222.0793000015","NA","46739.06970000826","39245.056300002034","39200.04359999439","39237.601900007576","361604.2262999981","361604.24339999736","24759.80860000709","361604.26229999575","360778.5683999973","NA","NA","NA","NA","8580.585600007907","361604.23539999465","361774.6277999977","NA","361604.1383999982","Sampling_Rate_Experiment","12","42847.778199997265","13","1","1","experimental","250","100","no","1920","demás.","13","1856.1156239020502","100","1728.0","150","979.7020573429021","565.0","515.0","972.0"
"inexplicables","excepcionales","1","2","","","92","True","92","3","3295","3295","white","yes","EyeLogicOne","0","523","0.14","psycho",".","7","1223","A veces, los fenómenos más excepcionales pueden ser explicados por la ciencia.","psycho","psycho","0","relative","1","","undefined","1","","undefined","None","49","49","49","0","49","0","50","0","49","49","0","0","0","0","0","49","0","0","49","49","NA","0","0","0","0","49","49","0","49","49","0","0","0","0","0","49","49","0","49","b2","","","A veces, los fenómenos más excepcionales pueden ser explicados por la ciencia.","A veces, los fenómenos más excepcionales pueden ser explicados por la ciencia.","Fri Apr 17 16:45:30 2026","Sampling rate","250","False","Sí","EyeLogic_Experiment_ONE.osexp","C:\Users\LabCINC\Documents\Experiments\eyelogicreading\ONE","25","A","21","0","1","370659.0037999995","False","Courier New","False","24","no","black","no","Sí","high","yes","50","50","NO","1080","11","168","NO","479","None","psycho","78","80","36","44","4","0","C:\Users\LabCINC\Documents\Experiments\eyelogicreading\ONE\subject-5.csv","psycho","12","1","Neonatal Nightingale","4.1.8","A veces, los fenómenos más ","5","2","yes","0","1","NA","2","1","1","NA","2","NA","1716.8489000032423","NA","6518.167799993535","14714.407099992968","1716.8489000032423","NA","7493.552200001432","NA","1223","2","psycho","A veces, los fenómenos más excepcionales pueden ser explicados por la ciencia.","A veces, los fenómenos más ","A veces, los fenómenos más excepcionales pueden ser explicados por la ciencia.","A veces, los fenómenos más excepcionales pueden ser explicados por la ciencia.","121","A veces, los fenómenos más inexplicables tienen explicaciones simples y lógicas.","32","125.0","A veces, los fenómenos más excepcionales pueden ser explicados por la ciencia.","1024","2","48000","-16","experiment","1","5","odd","367923.9305999945","368020.5152999988","370658.93030000734","368278.5129999975","excepcionales","5","False","121","367923.8291000074","368278.48839999933","367695.5764000013","NA","315983.0942999979","97531.4636999974","370765.0011000078","39199.98000000487","368270.6763000024","367695.62129999395","NA","91012.27110000036","6157.073599999421","97531.55519999564","97531.07440000167","366231.61050000635","6157.344100007322","10039.009900006931","315984.63049999555","370765.0602000067","NA","46739.06970000826","39245.056300002034","39200.04359999439","39237.601900007576","367695.59319999826","367695.6124999997","24759.80860000709","367695.6327999942","366935.7433999976","NA","NA","NA","NA","8580.585600007907","367695.60340000317","367916.1892999982","NA","367695.4751000012","Sampling_Rate_Experiment","12","42847.778199997265","13","1","1","experimental","250","100","no","1920","ciencia.","11","1843.969753040174","100","1728.0","150","981.73885080568","565.0","515.0","972.0"
"ofrecidas","aprobadas","1","2","","","92","True","92","3","3295","3295","white","yes","EyeLogicOne","0","465","0.14","psycho",".","15","969","Las asignaturas fueron ofrecidas en línea y presencialmente.","psycho","psycho","0","relative","1","","undefined","1","","undefined","None","50","50","50","0","50","0","51","0","50","50","0","0","0","0","0","50","0","0","50","50","NA","0","0","0","0","50","50","0","50","50","0","0","0","0","0","50","50","0","50","b2","","","Las asignaturas fueron ofrecidas en línea y presencialmente.","Las asignaturas fueron ofrecidas en línea y presencialmente.","Fri Apr 17 16:45:30 2026","Sampling rate","250","False","Sí","EyeLogic_Experiment_ONE.osexp","C:\Users\LabCINC\Documents\Experiments\eyelogicreading\ONE","25","L","19","0","1","376550.6394999975","False","Courier New","False","24","no","black","no","Sí","low","yes","50","50","NO","1080","7","133","NO","237","None","psycho","56","60","36","45","4","0","C:\Users\LabCINC\Documents\Experiments\eyelogicreading\ONE\subject-5.csv","psycho","8","1","Neonatal Nightingale","4.1.8","Las asignaturas fueron ","3","2","yes","0","1","NA","2","1","1","NA","2","NA","1716.8489000032423","NA","6518.167799993535","14714.407099992968","1716.8489000032423","NA","7493.552200001432","NA","969","2","psycho","Las asignaturas fueron ofrecidas en línea y presencialmente.","Las asignaturas fueron ","Las asignaturas fueron ofrecidas en línea y presencialmente.","Las asignaturas fueron aprobadas con éxito y dedicación.","119","Las asignaturas fueron ofrecidas en línea y presencialmente.","99","125.0","Las asignaturas fueron ofrecidas en línea y presencialmente.","1024","2","48000","-16","experiment","1","5","odd","372208.5129000043","373455.38290000695","376550.56079999486","373713.79100000195","ofrecidas","3","False","119","372208.4060000052","373713.7612999941","372026.71479999844","NA","315983.0942999979","97531.4636999974","376657.19840000384","39199.98000000487","373705.4979999957","372026.75770000496","NA","91012.27110000036","6157.073599999421","97531.55519999564","97531.07440000167","370772.3510000069","6157.344100007322","10039.009900006931","315984.63049999555","376657.25329999987","NA","46739.06970000826","39245.056300002034","39200.04359999439","39237.601900007576","372026.72999999777","372026.74830000615","24759.80860000709","372026.7715999944","371472.8280999989","NA","NA","NA","NA","8580.585600007907","372026.7399000004","372199.19420000224","NA","372026.6057999979","Sampling_Rate_Experiment","12","42847.778199997265","13","1","1","experimental","250","100","no","1920","presencialmente.","7","1846.3925643133389","100","1728.0","150","1035.371464752209","565.0","515.0","972.0"
"literatos","profundos","1","2","","","92","True","92","3","3295","3295","white","yes","EyeLogicOne","0","341","0.14","psycho",".","8","1405","Muchos de los profundos secretos de la naturaleza siguen siendo desconocidos para nosotros.","psycho","psycho","0","relative","1","","undefined","1","","undefined","None","51","51","51","0","51","0","52","0","51","51","0","0","0","0","0","51","0","0","51","51","NA","0","0","0","0","51","51","0","51","51","0","0","0","0","0","51","51","0","51","b2","","","Muchos de los profundos secretos de la naturaleza siguen siendo desconocidos para nosotros.","Muchos de los profundos secretos de la naturaleza siguen siendo desconocidos para nosotros.","Fri Apr 17 16:45:30 2026","Sampling rate","250","False","Sí","EyeLogic_Experiment_ONE.osexp","C:\Users\LabCINC\Documents\Experiments\eyelogicreading\ONE","25","M","21","0","1","382848.72170000745","False","Courier New","False","24","no","black","no","Sí","high","yes","50","50","NO","1080","12","175","NO","16","None","psycho","91","78","36","46","4","0","C:\Users\LabCINC\Documents\Experiments\eyelogicreading\ONE\subject-5.csv","psycho","13","1","Neonatal Nightingale","4.1.8","Muchos de los ","3","2","yes","0","1","NA","2","1","1","NA","2","NA","1716.8489000032423","NA","6518.167799993535","14714.407099992968","1716.8489000032423","NA","7493.552200001432","NA","1405","2","psycho","Muchos de los profundos secretos de la naturaleza siguen siendo desconocidos para nosotros.","Muchos de los ","Muchos de los profundos secretos de la naturaleza siguen siendo desconocidos para nosotros.","Muchos de los profundos secretos de la naturaleza siguen siendo desconocidos para nosotros.","121","Muchos de los literatos clásicos han influenciado la literatura contemporánea.","70","125.0","Muchos de los profundos secretos de la naturaleza siguen siendo desconocidos para nosotros.","1024","2","48000","-16","experiment","1","5","odd","378402.55729999626","380012.87249999586","382848.63730000507","380271.15179999964","profundos","3","False","121","378402.45629999845","380271.12849999685","378224.8130999942","NA","315983.0942999979","97531.4636999974","382954.94039999903","39199.98000000487","380262.98070000485","378224.8533999955","NA","91012.27110000036","6157.073599999421","97531.55519999564","97531.07440000167","376663.8746999961","6157.344100007322","10039.009900006931","315984.63049999555","382954.9941000005","NA","46739.06970000826","39245.056300002034","39200.04359999439","39237.601900007576","378224.82760000275","378224.8452000058","24759.80860000709","378224.86489999574","377366.6444999981","NA","NA","NA","NA","8580.585600007907","378224.8366999993","378395.6176000065","NA","378224.7347999946","Sampling_Rate_Experiment","12","42847.778199997265","13","1","1","experimental","250","100","no","1920","nosotros.","12","1817.039542476668","100","1728.0","150","985.8574740797018","565.0","515.0","972.0"
"rompían","dejaban","1","2","","","92","True","92","3","3295","3295","white","yes","EyeLogicOne","0","369","0.14","psycho",".","11","1181","A menudo, ellos rompían cosas accidentalmente y se disculpaban rápidamente.","psycho","psycho","0","relative","1","","undefined","1","","undefined","None","52","52","52","0","52","0","53","0","52","52","0","0","0","0","0","52","0","0","52","52","NA","0","0","0","0","52","52","0","52","52","0","0","0","0","0","52","52","0","52","b2","","","A menudo, ellos rompían cosas accidentalmente y se disculpaban rápidamente.","A menudo, ellos rompían cosas accidentalmente y se disculpaban rápidamente.","Fri Apr 17 16:45:30 2026","Sampling rate","250","False","Sí","EyeLogic_Experiment_ONE.osexp","C:\Users\LabCINC\Documents\Experiments\eyelogicreading\ONE","25","A","21","0","1","388807.1506999986","False","Courier New","False","24","no","black","no","Sí","low","yes","50","50","NO","1080","9","188","NO","274","None","psycho","46","75","36","47","4","0","C:\Users\LabCINC\Documents\Experiments\eyelogicreading\ONE\subject-5.csv","psycho","10","1","Neonatal Nightingale","4.1.8","A menudo, ellos","3","2","yes","0","1","NA","2","1","1","NA","2","NA","1716.8489000032423","NA","6518.167799993535","14714.407099992968","1716.8489000032423","NA","7493.552200001432","NA","1181","2","psycho","A menudo, ellos rompían cosas accidentalmente y se disculpaban rápidamente.","A menudo, ellos","A menudo, ellos rompían cosas accidentalmente y se disculpaban rápidamente.","A menudo, ellos dejaban todo para última hora.","121","A menudo, ellos rompían cosas accidentalmente y se disculpaban rápidamente.","149","125.0","A menudo, ellos rompían cosas accidentalmente y se disculpaban rápidamente.","1024","2","48000","-16","experiment","1","5","odd","384600.9916000039","385547.72180000145","388807.0707000006","385805.41030000313","rompían","3","False","121","384600.89410000364","385805.33119999745","384409.10180000355","NA","315983.0942999979","97531.4636999974","388913.0776999955","39199.98000000487","385797.85339999944","384409.14299999713","NA","91012.27110000036","6157.073599999421","97531.55519999564","97531.07440000167","382964.75759999885","6157.344100007322","10039.009900006931","315984.63049999555","388913.1366000074","NA","46739.06970000826","39245.056300002034","39200.04359999439","39237.601900007576","384409.1163999983","384409.1347000067","24759.80860000709","384409.15510000195","383671.98420000204","NA","NA","NA","NA","8580.585600007907","384409.12599999865","384593.89750000264","NA","384409.02419999475","Sampling_Rate_Experiment","12","42847.778199997265","13","1","1","experimental","250","100","no","1920","rápidamente.","9","1846.7090499857022","100","1728.0","150","984.7876124974024","565.0","515.0","972.0"
"observe","apruebe","1","2","","","92","True","92","3","3295","3295","white","yes","EyeLogicOne","0","353","0.14","psycho",".","6","843","Le sugiero que apruebe la propuesta sin más demora.","psycho","psycho","0","relative","1","","undefined","1","","undefined","None","53","53","53","0","53","0","54","0","53","53","0","0","0","0","0","53","0","0","53","53","NA","0","0","0","0","53","53","0","53","53","0","0","0","0","0","53","53","0","53","b2","","","Le sugiero que apruebe la propuesta sin más demora.","Le sugiero que apruebe la propuesta sin más demora.","Fri Apr 17 16:45:30 2026","Sampling rate","250","False","Sí","EyeLogic_Experiment_ONE.osexp","C:\Users\LabCINC\Documents\Experiments\eyelogicreading\ONE","25","L","19","0","1","394453.8063000073","False","Courier New","False","24","no","black","no","Sí","high","yes","50","50","NO","1080","8","134","NO","287","None","psycho","51","78","36","48","4","0","C:\Users\LabCINC\Documents\Experiments\eyelogicreading\ONE\subject-5.csv","psycho","9","1","Neonatal Nightingale","4.1.8","Le sugiero que ","3","2","yes","0","1","NA","2","1","1","NA","2","NA","1716.8489000032423","NA","6518.167799993535","14714.407099992968","1716.8489000032423","NA","7493.552200001432","NA","843","2","psycho","Le sugiero que apruebe la propuesta sin más demora.","Le sugiero que ","Le sugiero que apruebe la propuesta sin más demora.","Le sugiero que apruebe la propuesta sin más demora.","119","Le sugiero que observe detenidamente la situación antes de tomar una decisión.","100","125.0","Le sugiero que apruebe la propuesta sin más demora.","1024","2","48000","-16","experiment","1","5","odd","390304.04499999713","390802.019499999","394453.72489999863","391060.6107000058","apruebe","3","False","119","390303.88890000177","391060.5859000061","390121.49299999874","NA","315983.0942999979","97531.4636999974","394559.85269999655","39199.98000000487","391052.15839999437","390121.5324999939","NA","91012.27110000036","6157.073599999421","97531.55519999564","97531.07440000167","388921.470900008","6157.344100007322","10039.009900006931","315984.63049999555","394559.90900000324","NA","46739.06970000826","39245.056300002034","39200.04359999439","39237.601900007576","390121.50649999967","390121.5242000035","24759.80860000709","390121.54390000796","389630.3045999957","NA","NA","NA","NA","8580.585600007907","390121.51569999696","390296.3199000078","NA","390121.4234000072","Sampling_Rate_Experiment","12","42847.778199997265","13","1","1","experimental","250","100","no","1920","demora.","8","1856.5124819032415","100","1728.0","150","1000.4936590003217","565.0","515.0","972.0"
"actuaban","contaban","1","2","","","92","True","92","3","3295","3295","white","yes","EyeLogicOne","0","662","0.14","psycho",".","10","1208","En la obra de teatro, los personajes contaban chistes y anécdotas divertidas.","psycho","psycho","0","relative","1","","undefined","1","","undefined","None","54","54","54","0","54","0","55","0","54","54","0","0","0","0","0","54","0","0","54","54","NA","0","0","0","0","54","54","0","54","54","0","0","0","0","0","54","54","0","54","b2","","","En la obra de teatro, los personajes contaban chistes y anécdotas divertidas.","En la obra de teatro, los personajes contaban chistes y anécdotas divertidas.","Fri Apr 17 16:45:30 2026","Sampling rate","250","False","Sí","EyeLogic_Experiment_ONE.osexp","C:\Users\LabCINC\Documents\Experiments\eyelogicreading\ONE","25","E","20","0","1","399362.86789999576","False","Courier New","False","24","no","black","no","Sí","high","yes","50","50","NO","1080","11","139","NO","153","None","psycho","77","74","36","49","4","0","C:\Users\LabCINC\Documents\Experiments\eyelogicreading\ONE\subject-5.csv","psycho","12","1","Neonatal Nightingale","4.1.8","En la obra de teatro, los personajes ","7","2","yes","0","1","NA","2","1","1","NA","2","NA","1716.8489000032423","NA","6518.167799993535","14714.407099992968","1716.8489000032423","NA","7493.552200001432","NA","1208","2","psycho","En la obra de teatro, los personajes contaban chistes y anécdotas divertidas.","En la obra de teatro, los personajes ","En la obra de teatro, los personajes contaban chistes y anécdotas divertidas.","En la obra de teatro, los personajes contaban chistes y anécdotas divertidas.","120","En la obra de teatro, los personajes actuaban de forma exagerada y cómica.","132","125.0","En la obra de teatro, los personajes contaban chistes y anécdotas divertidas.","1024","2","48000","-16","experiment","1","5","odd","396166.9649999967","396642.7197000012","399362.77799999516","396900.3517999954","contaban","7","False","120","396166.86719999416","396900.3254999989","395988.0654000008","NA","315983.0942999979","97531.4636999974","399468.9250000083","39199.98000000487","396892.92650000425","395988.105299999","NA","91012.27110000036","6157.073599999421","97531.55519999564","97531.07440000167","394568.1959000067","6157.344100007322","10039.009900006931","315984.63049999555","399468.9783000067","NA","46739.06970000826","39245.056300002034","39200.04359999439","39237.601900007576","395988.0808000016","395988.0974999978","24759.80860000709","395988.11730000307","395273.8501999993","NA","NA","NA","NA","8580.585600007907","395988.0897999974","396160.26489999786","NA","395987.96729999594","Sampling_Rate_Experiment","12","42847.778199997265","13","1","1","experimental","250","100","no","1920","divertidas.","11","1866.9265888481095","100","1728.0","150","1015.0408105881772","565.0","515.0","972.0"
"registraba","permanecía","1","2","¿Estaba el sistema disponible para su uso inmediato tras el acceso?","¿Guardaba la aplicación datos sobre el momento y lugar de entrada?","92","True","92","3","3212","3212","white","yes","EyeLogicOne","0","675","0.14","psycho",".","6","1305","Cada vez que ingresábamos, el sistema registraba nuestra ubicación y hora de acceso.","psycho","psycho","0","relative","1","NO","undefined","1","YES","undefined","1","55","55","55","0","55","0","56","0","55","55","0","0","0","0","0","55","0","0","55","55","NA","0","0","0","0","55","55","0","55","55","0","0","0","0","0","55","55","0","55","b2","YES","¿Guardaba la aplicación datos sobre el momento y lugar de entrada?","Cada vez que ingresábamos, el sistema registraba nuestra ubicación y hora de acceso.","Cada vez que ingresábamos, el sistema registraba nuestra ubicación y hora de acceso.","Fri Apr 17 16:45:30 2026","Sampling rate","250","False","Sí","EyeLogic_Experiment_ONE.osexp","C:\Users\LabCINC\Documents\Experiments\eyelogicreading\ONE","25","C","19","0","1","404802.5059000065","False","Courier New","False","24","no","black","no","Sí","low","yes","50","50","YES","1080","12","114","YES","473","None","psycho","75","84","36","50","4","0","C:\Users\LabCINC\Documents\Experiments\eyelogicreading\ONE\subject-5.csv","psycho","13","1","Neonatal Nightingale","4.1.8","Cada vez que ingresábamos, el sistema ","6","2","yes","0","1","NA","2","1","1","NA","2","NA","2125.9556000004523","NA","6518.167799993535","14714.407099992968","2125.9556000004523","NA","7493.552200001432","NA","1305","2","psycho","Cada vez que ingresábamos, el sistema registraba nuestra ubicación y hora de acceso.","Cada vez que ingresábamos, el sistema ","Cada vez que ingresábamos, el sistema registraba nuestra ubicación y hora de acceso.","Cada vez que ingresábamos, el sistema permanecía inactivo por unos minutos.","119","Cada vez que ingresábamos, el sistema registraba nuestra ubicación y hora de acceso.","213","125.0","Cada vez que ingresábamos, el sistema registraba nuestra ubicación y hora de acceso.","1024","2","48000","-16","experiment","1","5","odd","401168.99099999864","401823.0401000037","404802.4304999999","402083.37209999445","registraba","6","False","119","401168.8909999939","402083.3413000073","400986.11120000714","NA","404910.5111999961","97531.4636999974","407044.95310000493","39199.98000000487","402073.2502000028","400986.15369999607","NA","91012.27110000036","6157.073599999421","97531.55519999564","97531.07440000167","399475.73629999533","6157.344100007322","10039.009900006931","404912.4832999951","407045.00320000807","NA","46739.06970000826","39245.056300002034","39200.04359999439","39237.601900007576","400986.1277000018","400986.14560000715","24759.80860000709","400986.1657000001","400177.986900002","NA","NA","NA","NA","8580.585600007907","400986.13710000063","401161.8346000032","NA","400986.00449999503","Sampling_Rate_Experiment","13","44973.73379999772","14","1","1","experimental","250","100","no","1920","acceso.","12","1786.0386414166296","100","1728.0","150","1000.7196450507565","565.0","515.0","972.0"
"fingió","obtuvo","1","2","¿Consiguió el individuo el visto bueno para proceder?","¿Admitió la persona haber simulado una dolencia?","93","True","93","3","3130","3130","white","yes","EyeLogicOne","0","340","0.14","psycho",".","9","760","Él afirmó que obtuvo la aprobación necesaria.","psycho","psycho","0","relative","1","YES","undefined","1","YES","undefined","1","56","56","56","0","56","0","57","0","56","56","0","0","0","0","0","56","0","0","56","56","NA","0","0","0","0","56","56","0","56","56","0","0","0","0","0","56","56","0","56","b2","YES","¿Consiguió el individuo el visto bueno para proceder?","Él afirmó que obtuvo la aprobación necesaria.","Él afirmó que obtuvo la aprobación necesaria.","Fri Apr 17 16:45:30 2026","Sampling rate","250","False","Sí","EyeLogic_Experiment_ONE.osexp","C:\Users\LabCINC\Documents\Experiments\eyelogicreading\ONE","25","É","20","0","1","411192.83139999607","False","Courier New","False","24","no","black","no","Sí","high","yes","50","50","YES","1080","6","112","YES","430","None","psycho","45","35","36","51","4","0","C:\Users\LabCINC\Documents\Experiments\eyelogicreading\ONE\subject-5.csv","psycho","7","1","Neonatal Nightingale","4.1.8","Él afirmó que ","3","2","yes","0","1","NA","2","1","1","NA","2","NA","1984.1159999923548","NA","6518.167799993535","14714.407099992968","1984.1159999923548","NA","7493.552200001432","NA","760","2","psycho","Él afirmó que obtuvo la aprobación necesaria.","Él afirmó que ","Él afirmó que obtuvo la aprobación necesaria.","Él afirmó que obtuvo la aprobación necesaria.","120","Él afirmó que fingió estar enfermo.","204","125.0","Él afirmó que obtuvo la aprobación necesaria.","1024","2","48000","-16","experiment","1","5","odd","408410.84100000444","409442.59210000746","411192.76239999454","409700.2210000064","obtuvo","3","False","120","408410.6738999981","409700.19489999686","408218.58729999803","NA","411303.0051999958","97531.4636999974","413296.06730000523","39199.98000000487","409692.7609999984","408218.62889999466","NA","91012.27110000036","6157.073599999421","97531.55519999564","97531.07440000167","407053.21189999813","6157.344100007322","10039.009900006931","411304.4971000054","413296.1231000081","NA","46739.06970000826","39245.056300002034","39200.04359999439","39237.601900007576","408218.6025999981","408218.6204000027","24759.80860000709","408218.64079999796","407764.58669999556","NA","NA","NA","NA","8580.585600007907","408218.61219999846","408404.11220000533","NA","408218.5189000011","Sampling_Rate_Experiment","14","46957.84979999007","15","1","1","experimental","250","100","no","1920","necesaria.","6","1774.901168624669","100","1728.0","150","989.6315167800299","565.0","515.0","972.0"
"instaura","consiste","1","2","","","93","True","93","3","3130","3130","white","yes","EyeLogicOne","0","536","0.14","psycho",".","9","1222","El proceso de cambio social consiste en transformaciones culturales profundas.","psycho","psycho","0","relative","1","","undefined","1","","undefined","None","57","57","57","0","57","0","58","0","57","57","0","0","0","0","0","57","0","0","57","57","NA","0","0","0","0","57","57","0","57","57","0","0","0","0","0","57","57","0","57","b2","","","El proceso de cambio social consiste en transformaciones culturales profundas.","El proceso de cambio social consiste en transformaciones culturales profundas.","Fri Apr 17 16:45:30 2026","Sampling rate","250","False","Sí","EyeLogic_Experiment_ONE.osexp","C:\Users\LabCINC\Documents\Experiments\eyelogicreading\ONE","25","E","20","0","1","417939.108999999","False","Courier New","False","24","no","black","no","Sí","high","yes","50","50","NO","1080","9","187","NO","77","None","psycho","78","65","36","52","4","0","C:\Users\LabCINC\Documents\Experiments\eyelogicreading\ONE\subject-5.csv","psycho","10","1","Neonatal Nightingale","4.1.8","El proceso de cambio social","5","2","yes","0","1","NA","2","1","1","NA","2","NA","1984.1159999923548","NA","6518.167799993535","14714.407099992968","1984.1159999923548","NA","7493.552200001432","NA","1222","2","psycho","El proceso de cambio social consiste en transformaciones culturales profundas.","El proceso de cambio social","El proceso de cambio social consiste en transformaciones culturales profundas.","El proceso de cambio social consiste en transformaciones culturales profundas.","120","El proceso de cambio social instaura nuevas dinámicas culturales.","128","125.0","El proceso de cambio social consiste en transformaciones culturales profundas.","1024","2","48000","-16","experiment","1","5","odd","414944.4332999992","415364.79130000225","417939.0407000028","415623.5561000067","consiste","5","False","120","414944.332900006","415623.53189999703","414765.14479999605","NA","411303.0051999958","97531.4636999974","418045.1788000064","39199.98000000487","415614.9177000043","414765.2001999959","NA","91012.27110000036","6157.073599999421","97531.55519999564","97531.07440000167","413303.4383000049","6157.344100007322","10039.009900006931","411304.4971000054","418045.2263000043","NA","46739.06970000826","39245.056300002034","39200.04359999439","39237.601900007576","414765.1690000057","414765.18990000477","24759.80860000709","414765.21529999445","414017.7280000062","NA","NA","NA","NA","8580.585600007907","414765.1806000067","414938.5611000034","NA","414765.0017999986","Sampling_Rate_Experiment","14","46957.84979999007","15","1","1","experimental","250","100","no","1920","profundas.","9","1853.3673615458144","100","1728.0","150","1031.5319250205032","565.0","515.0","972.0"
